seed,agent,score,science,culture,faith,turns,population,decisions,failed,goal_achieved,tech_nodes,spec
900005,heuristic,169.0,169.0,0.0,0.0,40,3,192,0,False,4,heuristic
900006,heuristic,196.0,196.0,0.0,0.0,40,5,180,0,False,4,heuristic
900007,heuristic,174.0,174.0,0.0,0.0,40,4,173,0,False,4,heuristic
900036,scripted,33.0,33.0,0.0,0.0,40,8,1039,0,False,2,scripted
900037,scripted,28.0,28.0,0.0,0.0,40,7,1034,0,False,2,scripted
900038,scripted,41.0,41.0,0.0,0.0,40,15,1022,0,False,2,scripted
900039,scripted,1.0,1.0,0.0,0.0,40,7,1015,0,False,0,scripted
900008,heuristic,166.0,166.0,0.0,0.0,40,4,175,0,False,4,heuristic
900009,heuristic,196.0,196.0,0.0,0.0,40,4,176,0,False,4,heuristic
900010,heuristic,102.0,102.0,0.0,0.0,40,2,177,0,False,3,heuristic
900011,heuristic,130.0,130.0,0.0,0.0,40,4,175,0,False,3,heuristic
900012,heuristic,225.0,225.0,0.0,0.0,40,5,184,0,False,4,heuristic
900013,heuristic,114.0,114.0,0.0,0.0,40,6,182,0,False,3,heuristic
900016,heuristic,172.0,172.0,0.0,0.0,40,3,175,0,False,4,heuristic
900017,heuristic,225.0,225.0,0.0,0.0,40,6,185,0,False,4,heuristic
900014,heuristic,184.0,184.0,0.0,0.0,40,5,198,0,False,4,heuristic
900015,heuristic,68.0,68.0,0.0,0.0,40,7,183,0,False,3,heuristic
900018,heuristic,117.0,117.0,0.0,0.0,40,4,189,0,False,3,heuristic
900019,heuristic,189.0,189.0,0.0,0.0,40,5,194,0,False,4,heuristic
900020,heuristic,203.0,203.0,0.0,0.0,40,5,178,0,False,4,heuristic
900021,heuristic,185.0,185.0,0.0,0.0,40,3,174,0,False,4,heuristic
900022,heuristic,249.0,249.0,0.0,0.0,40,7,185,0,False,4,heuristic
900023,heuristic,171.0,171.0,0.0,0.0,40,5,190,0,False,4,heuristic
900024,heuristic,157.0,157.0,0.0,0.0,40,3,178,0,False,4,heuristic
900025,heuristic,139.0,139.0,0.0,0.0,40,8,186,0,False,3,heuristic
900026,heuristic,103.0,103.0,0.0,0.0,40,2,169,0,False,3,heuristic
900027,heuristic,194.0,194.0,0.0,0.0,40,3,180,0,False,4,heuristic
900028,heuristic,51.0,51.0,0.0,0.0,40,6,181,0,False,2,heuristic
900029,heuristic,162.0,162.0,0.0,0.0,40,2,189,0,False,4,heuristic
900030,heuristic,98.0,98.0,0.0,0.0,40,2,175,0,False,3,heuristic
900031,heuristic,100.0,100.0,0.0,0.0,40,1,170,0,False,3,heuristic
900032,heuristic,164.0,164.0,0.0,0.0,40,4,175,0,False,4,heuristic
900033,heuristic,112.0,112.0,0.0,0.0,40,3,184,0,False,3,heuristic
900034,heuristic,122.0,122.0,0.0,0.0,40,6,180,0,False,3,heuristic
900035,heuristic,50.0,50.0,0.0,0.0,40,7,184,0,False,2,heuristic
900036,heuristic,151.0,151.0,0.0,0.0,40,6,183,0,False,4,heuristic
900037,heuristic,76.0,76.0,0.0,0.0,40,6,180,0,False,3,heuristic
900038,heuristic,193.0,193.0,0.0,0.0,40,2,174,0,False,4,heuristic
900039,heuristic,54.0,54.0,0.0,0.0,40,3,175,0,False,2,heuristic
900000,model,187.0,187.0,0.0,0.0,40,4,126,0,False,4,model:models/policy_bootstrap.keras:0.0
900001,model,237.0,116.0,15.0,106.0,40,4,139,0,False,7,model:models/policy_bootstrap.keras:0.0
900002,model,94.0,94.0,0.0,0.0,40,3,144,0,False,3,model:models/policy_bootstrap.keras:0.0
900003,model,209.0,177.0,0.0,32.0,40,3,142,0,False,6,model:models/policy_bootstrap.keras:0.0
900004,model,236.0,236.0,0.0,0.0,40,4,219,0,False,4,model:models/policy_bootstrap.keras:0.0
900005,model,244.0,244.0,0.0,0.0,40,5,137,0,False,4,model:models/policy_bootstrap.keras:0.0
900008,model,148.0,148.0,0.0,0.0,40,4,124,0,False,3,model:models/policy_bootstrap.keras:0.0
900009,model,198.0,198.0,0.0,0.0,40,3,124,0,False,4,model:models/policy_bootstrap.keras:0.0
900006,model,148.0,148.0,0.0,0.0,40,2,168,0,False,3,model:models/policy_bootstrap.keras:0.0
900007,model,70.0,70.0,0.0,0.0,40,3,144,0,False,3,model:models/policy_bootstrap.keras:0.0
900010,model,140.0,140.0,0.0,0.0,40,3,184,0,False,3,model:models/policy_bootstrap.keras:0.0
900011,model,233.0,233.0,0.0,0.0,40,5,145,0,False,4,model:models/policy_bootstrap.keras:0.0
900012,model,198.0,148.0,0.0,50.0,40,6,154,0,False,5,model:models/policy_bootstrap.keras:0.0
900013,model,181.0,181.0,0.0,0.0,40,4,136,0,False,4,model:models/policy_bootstrap.keras:0.0
900014,model,134.0,134.0,0.0,0.0,40,2,168,0,False,3,model:models/policy_bootstrap.keras:0.0
900015,model,114.0,114.0,0.0,0.0,40,6,164,2,False,3,model:models/policy_bootstrap.keras:0.0
900016,model,199.0,199.0,0.0,0.0,40,3,135,0,False,4,model:models/policy_bootstrap.keras:0.0
900017,model,137.0,137.0,0.0,0.0,40,5,159,0,False,3,model:models/policy_bootstrap.keras:0.0
900018,model,209.0,209.0,0.0,0.0,40,4,136,0,False,4,model:models/policy_bootstrap.keras:0.0
900019,model,74.0,74.0,0.0,0.0,40,5,182,0,False,3,model:models/policy_bootstrap.keras:0.0
900020,model,183.0,183.0,0.0,0.0,40,4,167,0,False,4,model:models/policy_bootstrap.keras:0.0
900021,model,224.0,224.0,0.0,0.0,40,4,136,0,False,4,model:models/policy_bootstrap.keras:0.0
900022,model,148.0,148.0,0.0,0.0,40,5,133,0,False,3,model:models/policy_bootstrap.keras:0.0
900023,model,116.0,116.0,0.0,0.0,40,8,148,2,False,3,model:models/policy_bootstrap.keras:0.0
900024,model,329.0,301.0,28.0,0.0,40,4,149,0,False,6,model:models/policy_bootstrap.keras:0.0
900025,model,152.0,152.0,0.0,0.0,40,5,123,0,False,4,model:models/policy_bootstrap.keras:0.0
900026,model,142.0,142.0,0.0,0.0,40,5,127,0,False,3,model:models/policy_bootstrap.keras:0.0
900027,model,175.0,175.0,0.0,0.0,40,3,121,0,False,4,model:models/policy_bootstrap.keras:0.0
900028,model,110.0,110.0,0.0,0.0,40,4,146,0,False,3,model:models/policy_bootstrap.keras:0.0
900029,model,178.0,178.0,0.0,0.0,40,4,154,1,False,4,model:models/policy_bootstrap.keras:0.0
900030,model,207.0,207.0,0.0,0.0,40,3,136,0,False,4,model:models/policy_bootstrap.keras:0.0
900031,model,178.0,178.0,0.0,0.0,40,3,140,1,False,4,model:models/policy_bootstrap.keras:0.0
900032,model,229.0,229.0,0.0,0.0,40,4,135,0,False,4,model:models/policy_bootstrap.keras:0.0
900033,model,136.0,136.0,0.0,0.0,40,3,129,1,False,3,model:models/policy_bootstrap.keras:0.0
900034,model,149.0,149.0,0.0,0.0,40,3,119,0,False,3,model:models/policy_bootstrap.keras:0.0
900035,model,51.0,51.0,0.0,0.0,40,4,184,1,False,2,model:models/policy_bootstrap.keras:0.0
900036,model,153.0,153.0,0.0,0.0,40,4,122,0,False,4,model:models/policy_bootstrap.keras:0.0
900037,model,127.0,127.0,0.0,0.0,40,2,148,0,False,3,model:models/policy_bootstrap.keras:0.0
900038,model,191.0,191.0,0.0,0.0,40,5,127,1,False,4,model:models/policy_bootstrap.keras:0.0
900039,model,136.0,136.0,0.0,0.0,40,8,129,0,False,3,model:models/policy_bootstrap.keras:0.0
900000,model,145.0,145.0,0.0,0.0,40,2,116,0,False,3,model:models/policy_bootstrap.keras:0.4
900001,model,386.0,62.0,56.0,268.0,40,5,157,0,False,9,model:models/policy_bootstrap.keras:0.4
900002,model,175.0,121.0,54.0,0.0,40,3,132,0,False,5,model:models/policy_bootstrap.keras:0.4
900003,model,226.0,226.0,0.0,0.0,40,4,141,1,False,4,model:models/policy_bootstrap.keras:0.4
900004,model,218.0,95.0,19.0,104.0,40,7,160,0,False,8,model:models/policy_bootstrap.keras:0.4
900005,model,201.0,183.0,18.0,0.0,40,10,154,1,False,6,model:models/policy_bootstrap.keras:0.4
900006,model,109.0,109.0,0.0,0.0,40,1,160,0,False,3,model:models/policy_bootstrap.keras:0.4
900007,model,76.0,76.0,0.0,0.0,40,5,131,0,False,3,model:models/policy_bootstrap.keras:0.4
900008,model,114.0,60.0,0.0,54.0,40,4,133,0,False,5,model:models/policy_bootstrap.keras:0.4
900009,model,171.0,101.0,70.0,0.0,40,5,132,0,False,6,model:models/policy_bootstrap.keras:0.4
900010,model,121.0,121.0,0.0,0.0,40,4,135,1,False,3,model:models/policy_bootstrap.keras:0.4
900011,model,206.0,62.0,28.0,116.0,40,8,225,0,False,8,model:models/policy_bootstrap.keras:0.4
900012,model,130.0,130.0,0.0,0.0,40,10,175,0,False,3,model:models/policy_bootstrap.keras:0.4
900013,model,78.0,78.0,0.0,0.0,40,2,130,0,False,3,model:models/policy_bootstrap.keras:0.4
900014,model,307.0,290.0,17.0,0.0,40,5,142,1,False,6,model:models/policy_bootstrap.keras:0.4
900015,model,84.0,84.0,0.0,0.0,40,10,133,1,False,3,model:models/policy_bootstrap.keras:0.4
900016,model,106.0,106.0,0.0,0.0,40,2,131,0,False,3,model:models/policy_bootstrap.keras:0.4
900017,model,254.0,173.0,81.0,0.0,40,4,150,0,False,7,model:models/policy_bootstrap.keras:0.4
900018,model,150.0,38.0,20.0,92.0,40,4,129,0,False,7,model:models/policy_bootstrap.keras:0.4
900019,model,156.0,24.0,22.0,110.0,40,3,151,0,False,7,model:models/policy_bootstrap.keras:0.4
900020,model,62.0,62.0,0.0,0.0,40,8,143,0,False,3,model:models/policy_bootstrap.keras:0.4
900021,model,256.0,54.0,54.0,148.0,40,8,178,0,False,8,model:models/policy_bootstrap.keras:0.4
900022,model,218.0,206.0,12.0,0.0,40,11,208,0,False,5,model:models/policy_bootstrap.keras:0.4
900023,model,213.0,213.0,0.0,0.0,40,7,130,0,False,4,model:models/policy_bootstrap.keras:0.4
900024,model,186.0,186.0,0.0,0.0,40,4,151,1,False,4,model:models/policy_bootstrap.keras:0.4
900025,model,105.0,105.0,0.0,0.0,40,10,138,0,False,3,model:models/policy_bootstrap.keras:0.4
900026,model,147.0,147.0,0.0,0.0,40,9,154,1,False,3,model:models/policy_bootstrap.keras:0.4
900027,model,181.0,181.0,0.0,0.0,40,3,130,0,False,4,model:models/policy_bootstrap.keras:0.4
900028,model,87.0,87.0,0.0,0.0,40,8,116,0,False,3,model:models/policy_bootstrap.keras:0.4
900029,model,113.0,82.0,9.0,22.0,40,5,148,0,False,6,model:models/policy_bootstrap.keras:0.4
900030,model,173.0,56.0,117.0,0.0,40,2,137,0,False,5,model:models/policy_bootstrap.keras:0.4
900031,model,232.0,232.0,0.0,0.0,40,11,132,0,False,4,model:models/policy_bootstrap.keras:0.4
900032,model,312.0,192.0,20.0,100.0,40,11,172,0,False,9,model:models/policy_bootstrap.keras:0.4
900033,model,92.0,92.0,0.0,0.0,40,4,115,0,False,3,model:models/policy_bootstrap.keras:0.4
900034,model,132.0,34.0,40.0,58.0,40,4,128,0,False,6,model:models/policy_bootstrap.keras:0.4
900035,model,84.0,84.0,0.0,0.0,40,2,153,1,False,3,model:models/policy_bootstrap.keras:0.4
900036,model,178.0,178.0,0.0,0.0,40,8,147,0,False,4,model:models/policy_bootstrap.keras:0.4
900037,model,136.0,116.0,0.0,20.0,40,2,127,0,False,4,model:models/policy_bootstrap.keras:0.4
900038,model,153.0,153.0,0.0,0.0,40,9,141,1,False,4,model:models/policy_bootstrap.keras:0.4
900039,model,133.0,133.0,0.0,0.0,40,5,146,1,False,3,model:models/policy_bootstrap.keras:0.4
